ID	Query	LDaQ	realCost
2895	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Chromaffin_cells> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { SERVICE SILENT dbpedia:Chromaffin_cells { dbpedia:Chromaffin_cells dbpedia-owl:wikiPageRedirects ?page . } SERVICE SILENT ?page { ?page rdfs:comment ?comment . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page dbpedia-owl:abstract ?abstract . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page foaf:isPrimaryTopicOf ?wikipedia ; foaf:depiction ?image . } } 	2.0
2897	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Muller_cell> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { SERVICE SILENT dbpedia:Muller_cell { dbpedia:Muller_cell dbpedia-owl:wikiPageRedirects ?page . } SERVICE SILENT ?page { ?page rdfs:comment ?comment . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page dbpedia-owl:abstract ?abstract . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page foaf:isPrimaryTopicOf ?wikipedia ; foaf:depiction ?image . } } 	2.0
2898	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?cat1 ?cat2 ?cat3 ?cat4 WHERE { <http://dbpedia.org/resource/Owls_(album)> dcterms:subject ?cat1 . OPTIONAL {?cat1 skos:broader ?cat2 .} OPTIONAL {?cat2 skos:broader ?cat3 .} OPTIONAL {?cat3 skos:broader ?cat4 .} }	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?cat1 ?cat2 ?cat3 ?cat4 WHERE { SERVICE SILENT <http://dbpedia.org/resource/Owls_(album)> { <http://dbpedia.org/resource/Owls_(album)> dcterms:subject ?cat1 . } SERVICE SILENT ?cat1 { ?cat1 skos:broader ?cat2 .} SERVICE SILENT ?cat2 { ?cat2 skos:broader ?cat3 .} SERVICE SILENT ?cat3 { ?cat3 skos:broader ?cat4 .} } 	17.0
2900	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX dbpp: <http://dbpedia.org/property/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { <http://dbpedia.org/resource/Andy_McCluskey> <http://dbpedia.org/ontology/hometown> ?puri . ?auri <http://dbpedia.org/ontology/hometown> ?puri ; a ?type ; foaf:name ?aname . ?puri rdfs:label ?pname . FILTER (LANG(?pname)="en") FILTER ( REGEX (STR(?type),"music","i") ) FILTER (?puri != <http://dbpedia.org/resource/United_States>) } LIMIT 10	PREFIX dbpp: <http://dbpedia.org/property/> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { SERVICE SILENT <http://dbpedia.org/resource/Andy_McCluskey> { <http://dbpedia.org/resource/Andy_McCluskey> dbpo:hometown ?puri . FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) } SERVICE SILENT ?auri { ?auri dbpo:hometown ?puri . FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) ?auri rdf:type ?type . FILTER regex(str(?type), "music", "i") ?auri foaf:name ?aname . } SERVICE SILENT ?puri { ?puri rdfs:label ?pname . FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) FILTER ( lang(?pname) = "en" ) } } LIMIT 10 	3.0
2902	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Conor_Oberst> wo:instrument ?instr . ?instr rdfs:label ?instrName . ?instr wo:thumbnail ?thumbURL . FILTER langMatches( lang(?instrName), "EN" ) }	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT * WHERE { SERVICE SILENT wiki:Conor_Oberst { wiki:Conor_Oberst wo:instrument ?instr . } SERVICE SILENT ?instr { ?instr rdfs:label ?instrName . FILTER langMatches(lang(?instrName), "EN") ?instr wo:thumbnail ?thumbURL . } } 	1.0
2906	SELECT ?subject ?relation ?relationLabel ?object ?objectLabel WHERE { <http://dbpedia.org/resource/Democratic_Party_(Italy)> ?relation ?object.?relation <http://www.w3.org/2000/01/rdf-schema#label> ?relationLabel . ?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel . FILTER (langMatches(lang(?relationLabel), 'EN')) . FILTER (langMatches(lang(?objectLabel), 'EN')) . }	SELECT ?subject ?relation ?relationLabel ?object ?objectLabel WHERE { SERVICE SILENT <http://dbpedia.org/resource/Democratic_Party_(Italy)> { <http://dbpedia.org/resource/Democratic_Party_(Italy)> ?relation ?object . } SERVICE SILENT ?relation { ?relation <http://www.w3.org/2000/01/rdf-schema#label> ?relationLabel . FILTER langMatches(lang(?relationLabel), "EN") } SERVICE SILENT ?object { ?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel . FILTER langMatches(lang(?objectLabel), "EN") } } 	67.0
2908	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/I-band> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { SERVICE SILENT dbpedia:I-band { dbpedia:I-band dbpedia-owl:wikiPageRedirects ?page . } SERVICE SILENT ?page { ?page rdfs:comment ?comment . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page dbpedia-owl:abstract ?abstract . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page foaf:isPrimaryTopicOf ?wikipedia ; foaf:depiction ?image . } } 	2.0
2909	PREFIX dbpprop: <http://dbpedia.org/property/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbres: <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbpprop: <http://dbpedia.org/property/> SELECT ?ingredient_names WHERE { dbres:Cacciucco dbo:ingredient ?ingredients . ?ingredients dbpprop:name ?ingredient_names }	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbpprop: <http://dbpedia.org/property/> PREFIX dbres: <http://dbpedia.org/resource/> SELECT ?ingredient_names WHERE { SERVICE SILENT dbres:Cacciucco { dbres:Cacciucco dbo:ingredient ?ingredients . } SERVICE SILENT ?ingredients { ?ingredients dbpprop:name ?ingredient_names .} } 	4.0
2911	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Quintron> wo:genre ?genre . ?genre rdfs:label ?genreName . ?genre wo:abstract ?genreAbstract . FILTER langMatches( lang(?genreName), "EN" ) FILTER langMatches( lang(?genreAbstract), "EN" ) }	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT * WHERE { SERVICE SILENT wiki:Quintron { wiki:Quintron wo:genre ?genre . } SERVICE SILENT ?genre { ?genre rdfs:label ?genreName . FILTER langMatches(lang(?genreName), "EN") ?genre wo:abstract ?genreAbstract . FILTER langMatches(lang(?genreAbstract), "EN") } } 	5.0
2912	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?name ?birthday ?death ?person WHERE { ?person dbo:birthPlace :Berlin . ?person dbo:birthDate ?birthday . ?person foaf:name ?name . ?person dbo:deathDate ?death . FILTER (?birthday < "1900-01-01"^^xsd:date) . } ORDER BY ?name	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX : <http://dbpedia.org/resource/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?name ?birthday ?death ?person WHERE { SERVICE SILENT :Berlin { ?person dbo:birthPlace :Berlin .} SERVICE SILENT ?person { ?person dbo:birthDate ?birthday . FILTER ( ?birthday < "1900-01-01"^^xsd:date ) ?person foaf:name ?name ; dbo:deathDate ?death . } } ORDER BY ?name 	2153.0
2914	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Graphics_software> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Graphics_software> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Graphics_software> .} SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER ( lang(?label) = "en" ) } } 	131.0
2915	SELECT ?object ?objectLabel WHERE {<http://dbpedia.org/resource/Eyes_Wide_Shut> <http://purl.org/dc/terms/subject> ?object .?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel .}	SELECT ?object ?objectLabel WHERE { SERVICE SILENT <http://dbpedia.org/resource/Eyes_Wide_Shut> { <http://dbpedia.org/resource/Eyes_Wide_Shut> <http://purl.org/dc/terms/subject> ?object . } SERVICE SILENT ?object { ?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel .} } 	40.0
2916	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Spreadsheet_software> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Spreadsheet_software> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Spreadsheet_software> .} SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER ( lang(?label) = "en" ) } } 	41.0
2920	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Reliability_engineering> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Reliability_engineering> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Reliability_engineering> .} SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER ( lang(?label) = "en" ) } } 	91.0
2921	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:KDE_Platform> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:KDE_Platform> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:KDE_Platform> .} SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER ( lang(?label) = "en" ) } } 	18.0
2922	SELECT ?type ?label WHERE { <http://dbpedia.org/resource/Trouw> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type OPTIONAL { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } }	SELECT ?type ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Trouw> { <http://dbpedia.org/resource/Trouw> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type . } SERVICE SILENT ?type { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER langMatches(lang(?label), "en") } } 	30.0
2926	SELECT ?object ?objectLabel WHERE {<http://dbpedia.org/resource/France> <http://purl.org/dc/terms/subject> ?object .?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel .}	SELECT ?object ?objectLabel WHERE { SERVICE SILENT <http://dbpedia.org/resource/France> { <http://dbpedia.org/resource/France> <http://purl.org/dc/terms/subject> ?object . } SERVICE SILENT ?object { ?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel .} } 	20.0
2927	SELECT ?citySO ?name WHERE { {<http://dbpedia.org/resource/Delft> <http://dbpedia.org/property/south> ?citySO . ?citySO <http://xmlns.com/foaf/0.1/name> ?name } }	SELECT ?citySO ?name WHERE { SERVICE SILENT <http://dbpedia.org/resource/Delft> { <http://dbpedia.org/resource/Delft> <http://dbpedia.org/property/south> ?citySO . } SERVICE SILENT ?citySO { ?citySO <http://xmlns.com/foaf/0.1/name> ?name .} } 	2.0
2931	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Free_calendaring_software> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Free_calendaring_software> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Free_calendaring_software> .} SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER ( lang(?label) = "en" ) } } 	13.0
2934	PREFIX dbpprop: <http://dbpedia.org/property/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbres: <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbpprop: <http://dbpedia.org/property/> SELECT ?ingredient_names WHERE { dbres:Taco_soup dbo:ingredient ?ingredients . ?ingredients dbpprop:name ?ingredient_names }	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbpprop: <http://dbpedia.org/property/> PREFIX dbres: <http://dbpedia.org/resource/> SELECT ?ingredient_names WHERE { SERVICE SILENT dbres:Taco_soup { dbres:Taco_soup dbo:ingredient ?ingredients . } SERVICE SILENT ?ingredients { ?ingredients dbpprop:name ?ingredient_names .} } 	7.0
2936	SELECT ?cityEA ?name WHERE { {<http://dbpedia.org/resource/Eindhoven> <http://dbpedia.org/property/east> ?cityEA . ?cityEA <http://xmlns.com/foaf/0.1/name> ?name } }	SELECT ?cityEA ?name WHERE { SERVICE SILENT <http://dbpedia.org/resource/Eindhoven> { <http://dbpedia.org/resource/Eindhoven> <http://dbpedia.org/property/east> ?cityEA . } SERVICE SILENT ?cityEA { ?cityEA <http://xmlns.com/foaf/0.1/name> ?name .} } 	3.0
2938	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX db: <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX db: <http://dbpedia.org/resource/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> SELECT ?predecessor_name ?predecessor_pic ?predecessor WHERE {<http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> db-owl:predecessor ?predecessor . ?predecessor rdfs:label ?predecessor_name . ?predecessor db-owl:thumbnail ?predecessor_pic . FILTER(langMatches(lang(?predecessor_name), "RU"))}	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbpedia: <http://dbpedia.org/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX db: <http://dbpedia.org/resource/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?predecessor_name ?predecessor_pic ?predecessor WHERE { SERVICE SILENT <http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> { <http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> db-owl:predecessor ?predecessor . } SERVICE SILENT ?predecessor { ?predecessor rdfs:label ?predecessor_name . FILTER langMatches(lang(?predecessor_name), "RU") ?predecessor db-owl:thumbnail ?predecessor_pic . } } 	2.0
